key,databaseFilmTitle,FilmTitle,AlternateTitle,ARR_TitleArray,Year,Director,ARR_DirectorArray,Country,ARR_CountryArray,1952rank,1952votes,1962rank,1962votes,1972rank,1972votes,1982rank,1982votes,1992rank,1992votes,2002rank,2002votes,2012rank,2012votes,2022rank,2022votes
4607,Utu,Utu,,Utu,1983,Geoff Murphy,Geoff Murphy,New Zealand,New Zealand,,0,,0,,0,,0,,0,,0,,0,1652,1
4608,Va savoir,Va savoir,,Va savoir,2001,Jacques Rivette,Jacques Rivette,France,France,,0,,0,,0,,0,,0,,0,,0,1652,1
4609,Vagabond,Vagabond,Sans toit ni loi,Vagabond; Sans toit ni loi,1985,Agnès Varda,Agnès Varda,France,France,,0,,0,,0,,0,,0,,0,899,1,101,30
4610,Valerie and Her Week of Wonders,Valerie and Her Week of Wonders,Valerie a týden divů,Valerie and Her Week of Wonders; Valerie a týden divů,1970,Jaromil Jireš,Jaromil Jireš,Czechoslovakia,Czechoslovakia,,0,,0,,0,,0,,0,,0,899,1,846,3
4611,Valley Girl,Valley Girl,,Valley Girl,1983,Martha Coolidge,Martha Coolidge,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4612,Vampir,Vampir,"Cuadecuc, vampir","Vampir; Cuadecuc, vampir",1971,Pere Portabella,Pere Portabella,Spain,Spain,,0,,0,,0,,0,,0,,0,899,1,,0
4613,Vampyr,Vampyr,,Vampyr,1932,Carl Th. Dreyer,Carl Th. Dreyer,Germany,Germany,43,3,77,1,87,2,44,5,217,1,131,2,154,11,146,20
4614,Van Gogh,Van Gogh,,Van Gogh,1991,Maurice Pialat,Maurice Pialat,France,France,,0,,0,,0,,0,,0,227,1,,0,846,3
4615,Vanessa,Vanessa,,Vanessa,1977,Hubert Frank,Hubert Frank,West Germany,West Germany,,0,,0,,0,,0,,0,,0,,0,1652,1
4616,Variety (1925),Variety,Varieté,Variety; Varieté,1925,Ewald André Dupont,Ewald André Dupont,Germany,Germany,55,2,,0,,0,,0,,0,,0,,0,,0
4617,Variety (1983),Variety,,Variety,1983,Bette Gordon,Bette Gordon,United States,United States,,0,,0,,0,,0,,0,,0,899,1,405,7
4618,Velvet Goldmine,Velvet Goldmine,,Velvet Goldmine,1998,Todd Haynes,Todd Haynes,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,899,1,1652,1
4619,Vendémiaire,Vendémiaire,,Vendémiaire,1918,Louis Feuillade,Louis Feuillade,France,France,,0,,0,,0,,0,,0,,0,,0,1652,1
4620,Vengeance (1970),Vengeance,Bao chou,Vengeance; Bao chou,1970,Chang Cheh,Chang Cheh,Hong Kong,Hong Kong,,0,,0,,0,,0,,0,,0,,0,1652,1
4621,Vengeance (2009),Vengeance,Fuk sau,Vengeance; Fuk sau,2009,Johnnie To,Johnnie To,Hong Kong,Hong Kong,,0,,0,,0,,0,,0,,0,,0,1652,1
4622,Vengeance is Mine,Vengeance is Mine,Fukushû suru wa ware ni ari,Vengeance is Mine; Fukushû suru wa ware ni ari,1979,Shôhei Imamura,Shôhei Imamura,Japan,Japan,,0,,0,,0,,0,,0,,0,597,2,,0
4623,Venom and Eternity,Venom and Eternity,Traité de bave et d'éternité,Venom and Eternity; Traité de bave et d'éternité,1951,Isidore Isou,Isidore Isou,France,France,,0,,0,,0,,0,,0,,0,,0,1652,1
4624,Venus in Furs,Venus in Furs,Paroxismus,Venus in Furs; Paroxismus,1969,Jesús Franco,Jesús Franco,Italy,Italy,,0,,0,,0,,0,,0,,0,,0,1652,1
4625,Vera Cruz,Vera Cruz,,Vera Cruz,1954,Robert Aldrich,Robert Aldrich,United States,United States,,0,,0,,0,,0,,0,,0,899,1,1652,1
4626,Veronika Voss,Veronika Voss,Die Sehnsucht der Veronika Voss,Veronika Voss; Die Sehnsucht der Veronika Voss,1982,Rainer Werner Fassbinder,Rainer Werner Fassbinder,West Germany,West Germany,,0,,0,,0,,0,,0,,0,,0,846,3
4627,Vertigo,Vertigo,,Vertigo,1958,Alfred Hitchcock,Alfred Hitchcock,United States,United States,,0,35,3,12,8,7,12,4,18,2,41,1,191,2,208
4628,Viaggio nel crepuscolo,Viaggio nel crepuscolo,,Viaggio nel crepuscolo,2021,Augusto Contento,Augusto Contento,Italy,Italy,,0,,0,,0,,0,,0,,0,,0,1652,1
4629,Vice,Vice,,Vice,2018,Adam McKay,Adam McKay,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4630,Victims of Sin,Victims of Sin,Víctimas del pecado,Victims of Sin; Víctimas del pecado,1951,Emilio Fernández,Emilio Fernández,Mexico,Mexico,,0,,0,,0,,0,,0,,0,,0,1652,1
4631,Videodrome,Videodrome,,Videodrome,1983,David Cronenberg,David Cronenberg,Canada,Canada,,0,,0,,0,,0,,0,,0,201,8,244,12
4632,Videograms of a Revolution,Videograms of a Revolution,Videogramme einer Revolution,Videograms of a Revolution; Videogramme einer Revolution,1992,"Harun Farocki, Andrei Ujică",Harun Farocki; Andrei Ujică,Germany,Germany,,0,,0,,0,,0,,0,,0,597,2,846,3
4633,Vikings,Vikings,,Vikings,2010-2020,Michael Hirst,Michael Hirst,"Canada, Ireland","Canada, Ireland",,0,,0,,0,,0,,0,,0,,0,1652,1
4634,Vinyl,Vinyl,,Vinyl,1965,Andy Warhol,Andy Warhol,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4635,Virgin Machine,Virgin Machine,Die Jungfrauenmaschine,Virgin Machine; Die Jungfrauenmaschine,1988,Monika Treut,Monika Treut,West Germany,West Germany,,0,,0,,0,,0,,0,,0,,0,1652,1
4636,Viridiana,Viridiana,,Viridiana,1961,Luis Buñuel,Luis Buñuel,"Spain, Mexico",Spain; Mexico,,0,77,1,18,7,56,4,131,2,89,3,110,15,405,7
4637,Visions in Meditation #1,Visions in Meditation #1,,Visions in Meditation #1,1989,Stan Brakhage,Stan Brakhage,United States,United States,,0,,0,,0,,0,,0,,0,899,1,1652,1
4638,"Visit, or Memories and Confessions","Visit, or Memories and Confessions",Visita ou Memórias e Confissões,"Visit, or Memories and Confessions; Visita ou Memórias e Confissões",1993,Manoel de Oliveira,Manoel de Oliveira,Portugal,Portugal,,0,,0,,0,,0,,0,,0,,0,1105,2
4639,Visitor Q,Visitor Q,Bijitâ Q,Visitor Q; Bijitâ Q,2001,Takashi Miike,Takashi Miike,Japan,Japan,,0,,0,,0,,0,,0,,0,,0,1652,1
4640,Vitalina Varela,Vitalina Varela,,Vitalina Varela,2019,Pedro Costa,Pedro Costa,Portugal,Portugal,,0,,0,,0,,0,,0,,0,,0,462,6
4641,Viva Didou!,Viva Didou!,Tahia ya Didou!,Viva Didou!; Tahia ya Didou!,1971,Mohamed Zinet,Mohamed Zinet,Algeria,Algeria,,0,,0,,0,,0,,0,,0,899,1,1652,1
4642,Viva l'Italia!,Viva l'Italia!,,Viva l'Italia!,1961,Roberto Rossellini,Roberto Rossellini,Italy,Italy,,0,,0,155,1,,0,,0,,0,,0,,0
4643,Viva Riva!,Viva Riva!,,Viva Riva!,2010,Djo Tunda Wa Munga,Djo Tunda Wa Munga,Democratic Republic of the Congo,Democratic Republic of the Congo,,0,,0,,0,,0,,0,,0,,0,1652,1
4644,Vive l'amour,Vive l'amour,Ai qing wan sui,Vive l'amour; Ai qing wan sui,1994,Tsai Ming-liang,Tsai Ming-liang,Taiwan,Taiwan,,0,,0,,0,,0,,0,227,1,597,2,553,5
4645,Vivre sa vie,Vivre sa vie,Vivre sa vie: Film en douze tableaux,Vivre sa vie; Vivre sa vie: Film en douze tableaux,1962,Jean-Luc Godard,Jean-Luc Godard,France,France,,0,,0,155,1,217,1,62,4,62,4,144,12,157,18
4646,Voices Through Time,Voices Through Time,Voci nel tempo,Voices Through Time; Voci nel tempo,1996,Franco Piavoli,Franco Piavoli,Italy,Italy,,0,,0,,0,,0,,0,,0,,0,1652,1
4647,Voluptuous Sleep,Voluptuous Sleep,,Voluptuous Sleep,2011,Betzy Bromberg,Betzy Bromberg,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4648,Volver,Volver,,Volver,2006,Pedro Almodóvar,Pedro Almodóvar,Spain,Spain,,0,,0,,0,,0,,0,,0,899,1,846,3
4649,Vortex,Vortex,,Vortex,2021,Gaspar Noé,Gaspar Noé,France,France,,0,,0,,0,,0,,0,,0,,0,1652,1
4650,Voyage to Cythera,Voyage to Cythera,,Voyage to Cythera,1984,Theodoros Angelopoulos,Theodoros Angelopoulos,Greece,Greece,,0,,0,,0,,0,,0,,0,,0,1652,1
4651,Wadi Grand Canyon 2001,Wadi Grand Canyon 2001,,Wadi Grand Canyon 2001,2001,Amos Gitaï,Amos Gitaï,Israel,Israel,,0,,0,,0,,0,,0,,0,,0,1652,1
4652,Wadjda,Wadjda,,Wadjda,2012,Haifaa Al-Mansour,Haifaa Al-Mansour,Saudi Arabia,Saudi Arabia,,0,,0,,0,,0,,0,,0,,0,1652,1
4653,Wages and Profits,Wages and Profits,Tarang,Wages and Profits; Tarang,1984,Kumar Shahani,Kumar Shahani,India,India,,0,,0,,0,,0,217,1,,0,,0,,0
4654,Wagon Master,Wagon Master,,Wagon Master,1950,John Ford,John Ford,United States,United States,83,1,35,3,155,1,217,1,217,1,227,1,282,6,354,8
4655,"Wait till the Sun Shines, Nellie","Wait till the Sun Shines, Nellie",,"Wait till the Sun Shines, Nellie",1952,Henry King,Henry King,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4656,Waiting For Guffman,Waiting For Guffman,,Waiting For Guffman,1996,Christopher Guest,Christopher Guest,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4657,Waiting for Happiness,Waiting for Happiness,Heremakono,Waiting for Happiness; Heremakono,2002,Abderrahmane Sissako,Abderrahmane Sissako,Mauritania,Mauritania,,0,,0,,0,,0,,0,,0,379,4,1652,1
4658,Wajib,Wajib,,Wajib,2017,Annemarie Jacir,Annemarie Jacir,Palestine,Palestine,,0,,0,,0,,0,,0,,0,,0,1652,1
4659,Wake in Fright,Wake in Fright,,Wake in Fright,1971,Ted Kotcheff,Ted Kotcheff,Australia,Australia,,0,,0,,0,,0,,0,,0,597,2,462,6
4660,Waking Life,Waking Life,,Waking Life,2001,Richard Linklater,Richard Linklater,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4661,Walden,Walden,Diaries notes and sketches,Walden; Diaries notes and sketches,1969,Jonas Mekas,Jonas Mekas,United States,United States,,0,,0,,0,,0,,0,227,1,597,2,405,7
4662,Walkabout,Walkabout,,Walkabout,1971,Nicolas Roeg,Nicolas Roeg,Australia,Australia,,0,,0,,0,,0,,0,,0,379,4,1652,1
4663,Walking and Talking,Walking and Talking,,Walking and Talking,1996,Nicole Holofcener,Nicole Holofcener,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4664,WALL•E,WALL•E,,WALL•E,2008,Andrew Stanton,Andrew Stanton,United States,United States,,0,,0,,0,,0,,0,,0,201,8,668,4
4665,Wallay,Wallay,,Wallay,2017,Berni Goldblat,Berni Goldblat,Burkina Faso,Burkina Faso,,0,,0,,0,,0,,0,,0,,0,1652,1
4666,Walls,Walls,Mathilukal,Walls; Mathilukal,1990,Adoor Gopalakrishnan,Adoor Gopalakrishnan,India,India,,0,,0,,0,,0,,0,,0,,0,1652,1
4667,Walter Defends Sarajevo,Walter Defends Sarajevo,Valter Brani Sarajevo,Walter Defends Sarajevo; Valter Brani Sarajevo,1972,Hajrudin Kravac,Hajrudin Kravac,Yugoslavia,Yugoslavia,,0,,0,,0,,0,,0,,0,899,1,,0
4668,Waltz with Bashir,Waltz with Bashir,Vals im Bashir,Waltz with Bashir; Vals im Bashir,2008,Ari Folman,Ari Folman,Israel,Israel,,0,,0,,0,,0,,0,,0,,0,1105,2
4669,Wanda,Wanda,,Wanda,1970,Barbara Loden,Barbara Loden,United States,United States,,0,,0,,0,,0,,0,,0,201,8,48,48
4670,War and Peace,War and Peace,,War and Peace,1967,Sergei Bondarchuk,Sergei Bondarchuk,Soviet Union,Soviet Union,,0,,0,155,1,130,2,,0,,0,899,1,1652,1
4671,War is Hell,War is Hell,Maudite soit la guerre,War is Hell; Maudite soit la guerre,1914,Alfred Machin,Alfred Machin,Belgium,Belgium,,0,,0,,0,,0,,0,,0,,0,1105,2
4672,War of the Worlds,War of the Worlds,,War of the Worlds,2005,Steven Spielberg,Steven Spielberg,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4673,Warm Broth,Warm Broth,,Warm Broth,1988,Luther Price,Luther Price,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4674,Warning Shadows: A Nocturnal Hallucination,Warning Shadows: A Nocturnal Hallucination,Schatten – Eine nächtliche Halluzination,Warning Shadows: A Nocturnal Hallucination; Schatten – Eine nächtliche Halluzination,1923,Arthur Robison,Arthur Robison,Germany,Germany,83,1,,0,,0,217,1,,0,,0,,0,,0
4675,Waru,Waru,,Waru,2017,"Ainsley Gardiner, Casey Kaa, Renae Maihi, Awanui Simich-Pene, Briar Grace-Smith, Paula Whetu Jones, Chelsea Winstanley, Katie Wolfe",Ainsley Gardiner; Casey Kaa; Renae Maihi; Awanui Simich-Pene; Briar Grace-Smith; Paula Whetu Jones; Chelsea Winstanley; Katie Wolfe,New Zealand,New Zealand,,0,,0,,0,,0,,0,,0,,0,1652,1
4676,Wasp,Wasp,,Wasp,2003,Andrea Arnold,Andrea Arnold,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1105,2
4677,Watching The Detectives,Watching The Detectives,,Watching The Detectives,2017,Chris Kennedy,Chris Kennedy,Canada,Canada,,0,,0,,0,,0,,0,,0,,0,1652,1
4678,Watchmen,Watchmen,,Watchmen,2009,Zack Snyder,Zack Snyder,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4679,Water,Water,,Water,2005,Deepa Mehta,Deepa Mehta,India,India,,0,,0,,0,,0,,0,,0,899,1,,0
4680,Water and Power,Water and Power,,Water and Power,1989,Pat O'Neill,Pat O'Neill,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
4681,Water Lilies,Water Lilies,Naissance des pieuvres,Water Lilies; Naissance des pieuvres,2007,Céline Sciamma,Céline Sciamma,France,France,,0,,0,,0,,0,,0,,0,,0,1105,2
4682,Water-mirror of Granada,Water-mirror of Granada,Aguaespejo granadino,Water-mirror of Granada; Aguaespejo granadino,1955,José Val del Omar,José Val del Omar,Spain,Spain,,0,,0,,0,,0,,0,,0,323,5,1652,1
4683,Wavelength,Wavelength,,Wavelength,1967,Michael Snow,Michael Snow,Canada,Canada,,0,,0,155,1,,0,131,2,,0,102,16,196,15
4684,Way Down East,Way Down East,,Way Down East,1920,D.W. Griffith,D.W. Griffith,United States,United States,55,2,,0,,0,,0,131,2,,0,,0,1652,1
